"","OBJECTID","ID","ADDRESS","TERMINAL_NUMBER","LATITUDE","LONGITUDE","location","zipcode"
"460",158974604,56,"3rd & D St SE",31605,38.8851,-77.0023,"224D D St SE, Washington, DC 20003, USA","20003"
"461",158974605,57,"Potomac & Pennsylvania Ave SE",31606,38.8803,-76.9862,"1400 Potomac Ave SE, Washington, DC 20003, USA","20003"
"462",158974606,58,"14th & D St SE",31607,38.884,-76.9861,"1369-1399 D St SE, Washington, DC 20003, USA","20003"
"463",158974607,59,"17th & Corcoran St NW",31214,38.9121,-77.0387,"1701 Corcoran St NW, Washington, DC 20009, USA","20009"
"464",158974608,60,"Van Ness Metro / UDC",31300,38.944551,-77.063896,"4210-4238 Connecticut Ave NW, Washington, DC 20008, USA","20008"
"465",158974609,61,"Florida Ave & R St NW",31503,38.9126,-77.0135,"124-202 R St NW, Washington, DC 20001, USA","20001"
"466",158974610,62,"8th & Eye St SE / Barracks Row",31608,38.8792,-76.9953,"726 I St SE, Washington, DC 20003, USA","20003"
"467",158974611,63,"Ward Circle / American University",31301,38.938736,-77.087171,"4300-4354 Massachusetts Ave NW, Washington, DC 20016, USA","20016"
"468",158974612,64,"Wisconsin Ave & Newark St NW",31302,38.934881,-77.072755,"3400-3402 Wisconsin Ave NW, Washington, DC 20016, USA","20016"
"469",158974613,65,"14th St Heights / 14th & Crittenden St NW",31402,38.947774,-77.032818,"4720 14th St NW, Washington, DC 20011, USA","20011"
"470",158974614,66,"Anacostia Library",31804,38.865784,-76.9784,"1800 Good Hope Rd SE, Washington, DC 20020, USA","20020"
"471",158974615,67,"Pennsylvania & Minnesota Ave SE",31805,38.873057,-76.971015,"1401-1455 25th St SE, Washington, DC 20020, USA","20020"
